BridgeID;Year;ConstituencyID;EligibleVoters;TotalVoters
491;2025;484;2143870.0;1760310.0
492;2025;486;2202810.0;1737120.0
493;2025;488;2115490.0;1726010.0
494;2025;490;2199790.0;1762520.0
495;2025;384;2360970.0;1943270.0
496;2025;386;1911960.0;1596540.0
497;2025;388;1896190.0;1559450.0
498;2025;390;1686340.0;1422800.0
499;2025;392;1795280.0;1464420.0
500;2025;394;1617230.0;1345640.0
501;2025;396;1875360.0;1568580.0
502;2025;398;2094890.0;1744990.0
503;2025;400;2510920.0;2146040.0
504;2025;402;2119850.0;1782310.0
505;2025;404;2059980.0;1631060.0
506;2025;406;2171200.0;1821710.0
507;2025;408;2198320.0;1792000.0
508;2025;410;1677240.0;1390670.0
509;2025;412;2161080.0;1799040.0
510;2025;75;1679970.0;1377110.0
511;2025;77;2010320.0;1751700.0
512;2025;79;2383460.0;2050090.0
513;2025;81;2301860.0;1994190.0
514;2025;83;2358470.0;1960360.0
515;2025;85;2236900.0;1857550.0
516;2025;87;2437270.0;2047790.0
517;2025;89;2148760.0;1810330.0
518;2025;91;2465460.0;2107700.0
519;2025;93;2334380.0;2055570.0
520;2025;95;2384000.0;2015690.0
521;2025;97;1659050.0;1418660.0
522;2025;99;2148410.0;1883480.0
523;2025;101;2086780.0;1725720.0
524;2025;103;1682230.0;1437150.0
525;2025;105;1652830.0;1356170.0
526;2025;107;2461990.0;2082640.0
527;2025;109;1761180.0;1441270.0
528;2025;111;1725670.0;1427290.0
529;2025;113;1725620.0;1415720.0
530;2025;115;2139460.0;1819980.0
531;2025;117;2506920.0;2124250.0
532;2025;119;2209420.0;1850640.0
533;2025;121;1626890.0;1367970.0
534;2025;123;1792770.0;1555280.0
535;2025;125;1586600.0;1340800.0
536;2025;127;1533920.0;1288020.0
537;2025;129;1579150.0;1294520.0
538;2025;131;1654460.0;1415370.0
539;2025;133;2408540.0;2038890.0
540;2025;135;1864930.0;1622660.0
541;2025;137;2482610.0;2083310.0
542;2025;139;1871780.0;1513780.0
543;2025;141;1747580.0;1368670.0
544;2025;143;2277010.0;1971740.0
545;2025;145;1802800.0;1553190.0
546;2025;147;2103640.0;1805490.0
547;2025;149;1919940.0;1654850.0
548;2025;151;1940700.0;1634930.0
549;2025;153;2226330.0;1924140.0
550;2025;155;1864470.0;1481060.0
551;2025;157;2313560.0;1995720.0
552;2025;159;1923840.0;1633070.0
553;2025;161;2151900.0;1784480.0
554;2025;163;1593520.0;1345490.0
555;2025;164;2271160.0;1917080.0
556;2025;165;1610490.0;1368630.0
557;2025;37;1889170.0;1620920.0
558;2025;38;1749090.0;1395730.0
559;2025;39;2431000.0;2049590.0
560;2025;40;1653670.0;1393850.0
561;2025;41;2034530.0;1732100.0
562;2025;42;1747120.0;1438780.0
563;2025;43;2196920.0;1849630.0
564;2025;44;2124790.0;1795640.0
565;2025;45;2285970.0;1958920.0
566;2025;46;2385920.0;1947060.0
567;2025;47;2244460.0;1861040.0
568;2025;48;1755030.0;1464120.0
569;2025;49;2178280.0;1805620.0
570;2025;50;2028120.0;1685560.0
571;2025;51;2072760.0;1762500.0
